ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
10.2," Rashid Khan to Gayle, 1 run, another wrong 'un and Gayle angles it towards short third, this time Markram calls and Gayle has to put on the skates, makes it in comfortably ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Rashid Khan,1,0,Short,,,,,202137
10.1," Rashid Khan to Gayle, no run, googly that does not come on, chopped to short third man and Gayle is sent back on the single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Rashid Khan,0,0,Short,,short third man,,,202137
9.6," Khaleel Ahmed to Gayle, 1 run, looks to guide a 133ks length delivery and slices it to the right of third man ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,1,0,Good,,third man,,,202137
9.5," Khaleel Ahmed to Markram, 1 run, gets on top of this 122ks slower back of a length delivery and punches it along the ground to deep cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,1,0,Back of Length,,deep cover,,,202137
9.4," Khaleel Ahmed to Gayle, 1 run, full and slanted in at the pads, easy flick away off the pads towards fine leg ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,1,0,Full,,fine leg,flick shot,,202137
9.3," Khaleel Ahmed to Markram, 1 run, 130ks back of a length delivery at the hip, tucked away wide of backward square leg. Easy single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,1,0,Back of Length,stump line,square leg,,,202137
9.2," Khaleel Ahmed to Gayle, 1 run, 138ks sprayed into the pads, clipped away behind square on the leg-side ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,1,0,,,square,,,202137
9.2," Khaleel Ahmed to Gayle, wide, length delivery slipping down the leg-side, past Gayle's attempted flick ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,wide,1,Good,wide,,wide,,202137
9.1," Khaleel Ahmed to Gayle, FOUR, timed! Cross-seam length delivery around off and middle, a mini shuffle down the pitch and Gayle punch-drives it straight past the non-striker, the timing on it took care of the rest... ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,4,0,Good,,down the pitch,drive,,202137
8.6," Rashid Khan to Markram, FOUR, never an iota of doubt about the talent this lad has. He's just found a way to deal with Rashid Khan. And on this track, that could be a very useful option too. Sinks to one knee, doesn't care which way the ball is spinning, meets it on a fuller length and sweeps it in front of square on the leg-side ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,4,0,Full,,square,,,202137
8.5," Rashid Khan to Markram, no run, attacks the stumps this time, Markram goes back and flat-bats the drive back to the bowler ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,0,0,,,,drive,,202137
8.4," Rashid Khan to Markram, no run, quicker and wider of off, Markram looks to cut and gets beaten on the outside edge ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,0,0,,wide,,edge,,202137
8.3," Rashid Khan to Gayle, 1 run, quicker on the stumps, Gayle drills it straight and knocks the stumps at non-striker's. The ball deflects wide of mid-wicket to enable a quick single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Rashid Khan,1,0,,stump line,straight,,,202137
8.2," Rashid Khan to Markram, 1 run, fuller and just outside off, driven along the ground to the left of sweeper cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,1,0,Full,off side,sweeper,drive,,202137
8.1," Rashid Khan to Markram, no run, quicker googly, Markram goes deep inside the crease and wears it on the thigh pad after being beaten on the punch/cut outside leg stump ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,0,0,,leg side,,beaten,,202137
7.6," Holder to Markram, 1 run, full and closing in on middle and leg, Markram drives it past the non-striker and keeps strike with a single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Holder,1,0,Full,stump line,,drive,,202137
7.5," Holder to Gayle, 1 run, slower ball dug in short outside off, Gayle hangs back and drags the pull to the left of deep mid-wicket ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Holder,1,0,Short,off side,mid-wicket,pull shot,,202137
7.4," Holder to Gayle, 2 runs, pitched full and just outside off, Gayle biffs it straight and manages to complete two before the ball's hunted down by long-on to his right ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Holder,2,0,Full,off side,straight,,,202137
7.3," Holder to Markram, 1 run, full and shaping in just outside off, Markram uses his bottom hand to drag the flick square on the leg-side ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Holder,1,0,Full,off side,square,flick shot,,202137
7.2," Holder to Gayle, 1 run, looks to slog a length delivery and drags it off the thick inside half wide of mid-wicket ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Holder,1,0,Good,wide,mid-wicket,slog shot,,202137
7.1," Holder to Markram, 1 run, good length delivery just outside off, Markram whips it wide of mid-wicket ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Holder,1,0,Good,off side,mid-wicket,,,202137
6.6," Khaleel Ahmed to Gayle, no run, full outside off, Gayle opens the bat face and drives it in front of cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Khaleel Ahmed,0,0,Full,off side,cover,cover drive,,202137
6.5," Khaleel Ahmed to Markram, 1 run, dropped! Not the easiest of chances but by Warner's standards that should have been taken. Markram looks to repeat the dose (inside out) and pumps it high into the air, Warner ran back desperately from cover and nearly gobbled it with a last-minute dive. Straight in and straight out ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,1,0,,,cover,,,202137
6.4," Khaleel Ahmed to Markram, 2 runs, waits for the 123ks length delivery to arrive outside off and lifts it inside out wide of mid-off, Williamson gives chase and keeps it down to two ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,2,0,Good,off side,mid-off,,,202137
6.3," Khaleel Ahmed to Markram, no run, swinging away from a fuller length outside off. Zero feet from Markram, looks to send Khaleel Ahmed straight down the ground and gets beaten on the outside edge ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,0,0,Full,off side,straight,edge,,202137
6.2," Khaleel Ahmed to Markram, no run, full on middle and leg, Markram walks across and plays it back to the bowler ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,0,0,Full,stump line,,,,202137
6.1," Khaleel Ahmed to Markram, no run, good length delivery just outside off, pushed into the covers ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,0,0,Good,off side,covers,push shot,,202137
5.6," Sandeep Sharma to Gayle, no run, opens the bat face and punches this from off-stump towards cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Sandeep Sharma,0,0,,,cover,,,202137
5.5," Sandeep Sharma to Gayle, no run, lovely timing off the back foot but there's hardly any pace from Sandeep Sharma which means the ball goes straight to cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Gayle, Sandeep Sharma,0,0,,,straight,,,202137
