ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,Toss_winner,toss_chosen,Batsman,Bowler,runs,extra
16.5," Siraj to Pollard, 1 run, good length delivery outside off stump, Pollard pushes to cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Pollard, Siraj,1,0
16.4," Siraj to Pollard, no run, short of length delivery, Pollard knocks it to leg. Nicely bowled, pace off and Pollard had to adjust the defence ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Pollard, Siraj,0,0
16.3," Siraj to Pollard, no run, big Polly won't like that! Siraj bowls a short delivery, Pollard tries to baack away and gets hit on the right chest. That must have woken him up surely ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Pollard, Siraj,0,0
16.2," Siraj to Ishan Kishan, 1 run, low full toss, Kishan flicks it to fine leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Siraj,1,0
16.1," Siraj to Ishan Kishan, FOUR, what have you done, Washi? Look away from Siraj. He's staring! This should have been an easy swallow at deep backward square leg had he been near the rope. Was a few yards inside and in the end had to jump, didn't touch the ball and what's worse, the ball bounced inside the rope. Siraj had every reason to be angry. Kishan creamed that pull short off this short ball, thought he was gone but what a great escape ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Siraj,4,0
16.1," Siraj to Ishan Kishan, wide, nope! A ball down leg side will have to be rebowled ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Siraj,wide,1
15.6,"Harshal Patel to Hardik Pandya, out Lbw!! Hardik Pandya out to a full toss in this format. Can you imagine? But full credit to Harshal Patel for taking pace off. Pandya played for normal pace and fell over slightly trying the flick, the ball came slow and the impact was in line with leg stump. Hardik was across the stumps to make like easy for umpire Nitin Menon, but you don't need external help if you are Nitin Menon. Been top class with his umpiring. Hardik Pandya lbw b Harshal Patel 13(10) [4s-2]",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya,Harshal Patel,out,out
15.5," Harshal Patel to Hardik Pandya, no run, driven to cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Harshal Patel,0,0
15.4,"Harshal Patel to Hardik Pandya, FOUR, smart! Third man in and Hardik uses the pace on the ball from Harshal Patel this time. Was moving across to force the bowler into thinking he'll do the same but he's backed away to make room and guided this between backward point and short third man",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya,Harshal Patel,4,0
15.3," Harshal Patel to Hardik Pandya, 2 runs, walks a long way across but doesn't get the pace to work with, just tucked through square leg for a run ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Harshal Patel,2,0
15.2," Harshal Patel to Ishan Kishan, 1 run, tries to go big, but checks the drive as Harshal Patel takes pace off, played to long-off ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Harshal Patel,1,0
15.1," Harshal Patel to Ishan Kishan, no run, slower delivery, Kishan mistimes the flick, inside edge onto pad ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Harshal Patel,0,0
14.6," Christian to Ishan Kishan, 1 run, rolls his wrists to flick the slower delivery behind square to make it eight off the over ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Christian,1,0
14.5," Christian to Ishan Kishan, 2 runs, short slower delivery, Kishan helps it away to deep mid-wicket, big enough gap for two ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Christian,2,0
14.4," Christian to Hardik Pandya, 1 run, short and slow, Pandya waits to slap it hard to long-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Christian,1,0
14.3," Christian to Hardik Pandya, no run, pace off, back of a length, Pandya pushes to point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Christian,0,0
14.2," Christian to Hardik Pandya, FOUR, wo wo! Careful, Dan! Forget the boundary, Christian had to protect his head. Oh he actually didn't try to save his face, went for the catch. Pandya smashes this overpitched freebie, the ball escaped Christian's hands as he went reverse cup. Thankfully no damage done ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Christian,4,0
14.1," Christian to Hardik Pandya, no run, short of length and rushing Pandya on the cross-batted swipe, hit on the thigh pad ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Christian,0,0
13.6," Chahal to Hardik Pandya, 1 run, flighted delivery on the leg stump, Pandya defends and plays it to mid-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Chahal,1,0
13.5," Chahal to Ishan Kishan, 1 run, swept away through backward square leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Chahal,1,0
13.4," Chahal to Ishan Kishan, FOUR, and he extends his arms further. Threatens to advance again, so Chahal bowls way outside off stump, Kishan stretches fully and guides late, splits backward point and short third man to perfection ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Chahal,4,0
13.3," Chahal to Ishan Kishan, SIX, a delight to watch clean-hitters in this format. Chahal trying to push this wide on seeing Kishan advance, but Kishan ushed his reach to loft this handsomely into the black sightscreen ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Chahal,6,0
13.2," Chahal to Ishan Kishan, 2 runs, short and wide outside off stump, Kishan cuts to deep cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Chahal,2,0
13.1," Chahal to Hardik Pandya, 1 run, risky! But he escapes. Pandya blocked this off the front foot to the right of the bowler, Chahal attacked with the slide and fired the throw but it was wide. Flings his left elbow in mild pain as he landed badly. Is fine to carry on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Hardik Pandya, Chahal,1,0
12.6," Washington Sundar to Ishan Kishan, no run, tries to flick, wears it on the pad, going down ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Washington Sundar,0,0
12.5," Washington Sundar to Chris Lynn, out Caught&Bowled!! Another master move by Kohli! He's been smart with his bowling changes and there's no set pattern for the opponents to expect. Washi gets turns from his home pitch and Lynn miscued the slog completely. looked like it hit him on the outside half and sligjtly high too. Washi knew there was no mid-on or mid-wicket. so raced back from his bowling crease, judged it really well and took it over his shoulders. A good debut for Lynn. Had to dig deep after running the captain out. Chris Lynn c and b Washington Sundar 49(35) [4s-4 6s-3] ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Washington Sundar,out,out
12.4," Washington Sundar to Ishan Kishan, 1 run, round the wicket, Kishan pushes to cover-point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Ishan Kishan, Washington Sundar,1,0
12.3," Washington Sundar to Chris Lynn, 1 run, slogged across the linne to deep square leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Washington Sundar,1,0
12.2," Washington Sundar to Chris Lynn, FOUR, catch is the cry but you had to be Matt Hayden to be placed very straight at mid-on by Dhoni. Flatter delivery slightly turning, Lynn bunts it hard, hits it over the non-striker and long-on had no chance ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Washington Sundar,4,0
